Data do empenho;Número do empenho;Descrição do órgão;Histórico do empenho;Nome do credor;Valor do empenho;Valor liquidado R$;Valor pago R$;Saldo a pagar R$
 05/08/2015; 208; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, INSTALAÇÃO DE PROGRAMAS RESTAURAÇÃO DE SISTEMAS BANCO DO BRASIL, DO COMPUTADOR DA TESOURARIA DESTA CASA LEGISLATIVA; J & G INFORMATICA LTDA; R$ 300,00; R$ 300,00; R$ 300,00; R$ 0,00
 06/08/2015; 209; Camara Municipal de Balneario Gaivota;" PELA DESPESA EMPENHADA REF, ORDEN DE SERVIÇO DE DIÁRIA Nº18/2015 O SR. ANTONIO DA SILVA SILVEIRA OCUPANTE DO CARGO DE VEREADOR PRESIDENTE DESTE PODER LEGISLATIVO MUNICIPAL ESTA SE DESLOCANDO PARA A CIDADE DE ARARANGUA SC, SAÍDA PREVISTA AS 14:00 HORAS DO DIA 07/08/2015, RETORNANDO AS 18:00 DO MESMO DIATENDO DIRETO A MEIA DIÁRIA SEM PERNOITE NO VALOR DE R$ 297,00 (DUZENTOS E NOVENTA SETE REAIS) CONFORME LEI  MUNICIPAL Nº183, DE 19 DE ABRIL DE 2000.   
ASSUNTO: AUDIENCIA PUBLICA REGIONAL PARA PPA 2016-2019 E LOA 2016 DO ESTADO DE SANTA CATARINA COM O PRESIDENTE DA ASSENPLEIA LEGISLATIVA DO ESTADO DE SANTA CATARINA DEPUTADO GELSON MERISIO E O DEPUTADO MARCOS VIEIRA PRESIDENTE DA COMISSÃO DE FINANÇAS E TRIBUTAÇÃO, LOCAL SEDE DA CAMARA DE VEREADORES DE ARARANGUA PELNÁRIO. AS 15 HORAS DO DIA 07/08/2015, CONFORME CONVITE EM ANEXO."; ANTONIO DA SILVA SILVEIRA; R$ 297,00; R$ 297,00; R$ 297,00; R$ 0,00
 22/01/2015; 21; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA INSS EMPRESA PROVENIENTE DO MES DE JANEIRO/2015; INSS-INSTITUTO NACIONAL DO SEGURO SOCIAL; R$ 12.424,74; R$ 12.424,74; R$ 12.424,74; R$ 0,00
 07/08/2015; 210; Camara Municipal de Balneario Gaivota;" PELA DESPESA EMPENHADA REF, ORDEN DE SERVIÇO DE DIÁRIA Nº19/2015 O SR. ANTONIO DA SILVA SILVEIRA OCUPANTE DO CARGO DE VEREADOR PRESIDENTE DESTE PODER LEGISLATIVO MUNICIPAL ESTA SE DESLOCANDO PARA A CIDADE DE FLORIANOPOLIS SC, SAÍDA PREVISTA AS 08:00 HORAS DO DIA 10/08/2015, RETORNANDO AS 18:00 DO MESMO DIA TENDO DIRETO A UMA DIÁRIA SEM PERNOITE NO VALOR DE R$ 575,00,00 (QUINHETOS E SETENTA CINCO REAIS) CONFORME LEI  MUNICIPAL Nº183, DE 19 DE ABRIL DE 2000.  
ASSUNTO: VISITA AO PARLAMENTO CATARINENSE GABINETE DO DEPUTADO ESTADUAL JOSE NEI ASCARI COM A PRESEÇA DO DEPUTADO FEDERAL JOÃO RODRIGUES, PARA TRATAR DE ASSUNTOS RELEVANTES PARA O MUNICIPIO DE BALNEÁRIO GAIVOTA SC"; ANTONIO DA SILVA SILVEIRA; R$ 575,00; R$ 575,00; R$ 575,00; R$ 0,00
 07/08/2015; 211; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA AGUA PROVENIENTE DO MES DE  JULHO/2015 DESTA CASA LEGISLATIVA; SAMAE-SERVIÇO AUT. MUN. DE AGUA E ESGOTO; R$ 40,45; R$ 40,45; R$ 40,45; R$ 0,00
 07/08/2015; 212; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE 8 MTRS DE VIDRO FUME TEMPERADO 8MM 36 GRAPA DE ALUMINIO, 2 DOBRADIÇA P/ PORTA 1 PUCHADOR DE PORTA, MATERIAL ESTE PARA COLOCAÇÃO NO PLENÁRIO DESTA CASA LEGISLATIVA.; JAIR PORTO MATIAS ME; R$ 1.470,00; R$ 1.470,00; R$ 1.470,00; R$ 0,00
 07/08/2015; 213; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE UM QUADRO EM INOX TAMANHO 50X60 CM DA LEGISLATURA 2013 A 2016 PARA A GALERIA DOS VEREADORES , PREFEITO E VICO PREFEITO.; CELITO CARLESSI E CIA LTDA; R$ 1.050,00; R$ 1.050,00; R$ 1.050,00; R$ 0,00
 18/08/2015; 214; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE 06 FARDO DE AGUA MINERAL 500ML CONTENDO 12 GARRAS CADA PARA USO DA COPA E COZINHA DESTA CASA LEGISLATIVA; EVANDRO CANDIDO DA LUZ-ME; R$ 66,00; R$ 66,00; R$ 66,00; R$ 0,00
 18/08/2015; 215; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, SUBSIDIO DOS VEREADORES PROVENIENTE DO MES DE AGOSTO/2015; SUBSIDIO DE VEREADORES; R$ 27.340,30; R$ 27.340,30; R$ 27.340,30; R$ 0,00
 18/08/2015; 216; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, FOLHA DE PAGAMENTO DOS SERVIDORES COMISSIONADOS E EFETIVOS PROVENIENTE DO MES DE AGOSTO/2015; FOLHA DE PAGAMENTO SERVIDORES; R$ 28.222,07; R$ 28.222,07; R$ 28.222,07; R$ 0,00
 18/08/2015; 217; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, ASSINATURA CARTÃO TOKEN CERTIDÃO DIGITAL DA CONTADORA DESTA CASA LEGISLATIVA PARA 3 ANOS.; CERTIFING CERTIFICADORA DIGITAL S/A; R$ 270,00; R$ 270,00; R$ 270,00; R$ 0,00
 21/08/2015; 218; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REFTARIFA BANCARIA PROVENTE TRANSFERENCIA FOLHA DE PAGAMENTO MES DE AGOSTO CONFORME CONTRATO EM VIGENCIA; SICOOB CREDIJA; R$ 26,00; R$ 26,00; R$ 26,00; R$ 0,00
 21/08/2015; 219; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA TELEFONIA MOVEL PLANO  DA PRESIDENCIA, SECRETÁRIA GERAL, TESOURARIA, CONTABILIDADE, RECEPÇÃO PROVENIENTE DO MES DE AGOSTO/2015; TIM CELULARES S/A; R$ 378,01; R$ 378,01; R$ 378,01; R$ 0,00
 22/01/2015; 22; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA DE ENERGIA ELETRICA PRVENIENTE DO MES DE DEZEMBRO/2014 DESTA CASA LEGISLATIVA; CENTRAIS ELETRICAS DE SANTA CATARINA S/A; R$ 219,66; R$ 219,66; R$ 219,66; R$ 0,00
 21/08/2015; 220; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA LINHA FIXA 48-35830008 DESTA CASA LEGISLATIVA PROVENIENTE DO MES DE AGOSTO/2015; BRASIL TELECOM S.A; R$ 111,27; R$ 111,27; R$ 111,27; R$ 0,00
 24/08/2015; 221; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE PRODUTOS DE LIMPRESA E HIGIENIZAÇÃO DE USO DA ZELADORIA DESTA CASA LEGISLATIVA; EDITE COSTA CARDOSO- M.E.; R$ 11,58; R$ 11,58; R$ 11,58; R$ 0,00
 24/08/2015; 222; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE GENEROS ALIMENTICIOS CAFE, AÇUCAR, LEITE, BISCOITOS SALGADOS E DOCE, DE USO DA COPA E COZINHA DESTA CASA LEGISLATIVA; EDITE COSTA CARDOSO- M.E.; R$ 122,99; R$ 122,99; R$ 122,99; R$ 0,00
 31/08/2015; 223; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, TARIFA BANCARIA DE TRANSFERENCIAS DE TED E DOC PARA FORNECEDORES PROVENIENTE DO MES DE AGOSTO/2015; BANCO BRASIL SA; R$ 54,95; R$ 54,95; R$ 54,95; R$ 0,00
 01/09/2015; 224; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE GENEROS ALIMENRICIOS DE USO DA COPA E COZINHA DESTA CASA LEGISLATIVA; EDITE COSTA CARDOSO- M.E.; R$ 18,22; R$ 18,22; R$ 18,22; R$ 0,00
 01/09/2015; 225; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, OBJETO DE CONTRATO 08/2015 Licenças de uso de sistemas para gestão pública compreendendo SISTEMAS DE CONTABILIDADE PÚBLICA, PATRIMÔNIO,  E PORTAL DA TRANSPARÊNCIA, conforme as condições estabelecidas no Anexo I - Termo de Referência do Edital de Tomada de Preços 001/2015.; BETHA SISTEMAS LTDA; R$ 3.160,00; R$ 3.160,00; R$ 3.160,00; R$ 0,00
 01/09/2015; 226; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, INSS PARTE EMPRESA PROVENIENTE DO MES DE AGOSTO/2015; INSS-INSTITUTO NACIONAL DO SEGURO SOCIAL; R$ 12.102,90; R$ 12.102,90; R$ 12.102,90; R$ 0,00
 01/09/2015; 227; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA DE ENERGIA ELETRICA PROVENIENTE DO MES DE SETEMBRO/2015 DESTA CASA LEGISLATIVA; CENTRAIS ELETRICAS DE SANTA CATARINA S/A; R$ 201,33; R$ 201,33; R$ 201,33; R$ 0,00
 02/09/2015; 228; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, SERVIÇO DE PROVIMENTO INTERNET VIA RADIO 2MB IP FIXO PROVENIENTE DO MES DE AGOSTO/2015; DUNET LTDA ME; R$ 147,90; R$ 147,90; R$ 147,90; R$ 0,00
 08/09/2015; 229; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE PRODUTOS DE LIMPESA E HIGIENIZAÇÃO DE USO DA ZELADORIA DESTA CASA LEGISLATIVA; EDITE COSTA CARDOSO- M.E.; R$ 23,00; R$ 23,00; R$ 23,00; R$ 0,00
 22/01/2015; 23; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE MATERIAL DIVERSOS PARA MANUTEÇÃO DESTA CASA LEGISLATIVA; GAIVOTA COM. MAT. P/ CONSTRUCAO LTDA; R$ 184,16; R$ 184,16; R$ 184,16; R$ 0,00
 08/09/2015; 230; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE GENEROS ALIMENTICIOS, TIPO CAFE, AÇUCAR, BISCOITOS SALGADOS E DOCE, LEITE,  DE USO DA COPA E COZINHA DESTA CASA LEGISLATIVA; EDITE COSTA CARDOSO- M.E.; R$ 128,19; R$ 128,19; R$ 128,19; R$ 0,00
 16/09/2015; 231; Camara Municipal de Balneario Gaivota;" PELA DESPESA EMPENHADA ORDEM DE SERVIÇO DE DIÁRIA Nº 20/2015
A  Sra. SIMONE RAMOS NAPOLEÃO OCUPANTE DO CARGO DE CONTADORA DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CIDADE DE FLORIANOPOLIS SC SAÍDA PREVISTA AS 08:00 HORAS DO DIA 18/09/2015, RETORNANDO AS 18:00 DO MESMO DIA TENDO UMA DIÁRIA NO VALOR DE 300,00 REAIS PARA ATENDER AS DESPESAS PESSOAIS DE ALIMENTAÇÃO, HIGIENE E DESLOCAMENTO, CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015.ASSUNTO: VISITA A ÓRGÃOS PÚBLICOS, PARA CONHECIMENTO E ATUALIZAÇÃO DA NOVA CONTABILIDADE PUBLICA E ESFINGE"; SIMONE RAMOS NAPOLEAO; R$ 300,00; R$ 300,00; R$ 300,00; R$ 0,00
 17/09/2015; 232; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, PRODUTOS DE LIMPESA E HIGIENIZAÇÃO DE USO DA ZELADORIA DESTA CASA LEGISLATIVA; EDITE COSTA CARDOSO- M.E.; R$ 53,38; R$ 53,38; R$ 53,38; R$ 0,00
 17/09/2015; 233; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE UM CARTUCHO DE TINTA PRETO COMPATIVEL HP DE USO DA IMPRESSORA DA SECRETÁRIA GERAL; HAYA INFORMATICA LTDA ME; R$ 50,00; R$ 50,00; R$ 50,00; R$ 0,00
 18/09/2015; 234; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA TELEFONE MOVEL PLANO PRESIDENCIA, SECRETÁRIO GERAL, TESOURARIA, CONTABILIDADE, RECPÇÃO PROVENIENTE DO MES DE SETEMBRO/2015; TIM CELULARES S/A; R$ 362,75; R$ 362,75; R$ 362,75; R$ 0,00
 18/09/2015; 235; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, FOLHA DE PAGAMENTO SERVIDORES COMISIONADOS E EFETIVOS DESTA CASA LEGISLATIVA PROVENIENTE DO MES DE SETEMBRO/2015; FOLHA DE PAGAMENTO SERVIDORES; R$ 27.672,82; R$ 27.672,82; R$ 27.672,82; R$ 0,00
 18/09/2015; 236; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, SUBSIDIOS DOS VEREADORES PROVENIENTE DO MES DE SETEMBRO/2015; SUBSIDIO DE VEREADORES; R$ 27.340,30; R$ 27.340,30; R$ 27.340,30; R$ 0,00
 21/09/2015; 237; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA AGUA PROVENIENTE DO MES DE AGOSTO/2015; SAMAE-SERVIÇO AUT. MUN. DE AGUA E ESGOTO; R$ 40,45; R$ 40,45; R$ 40,45; R$ 0,00
 21/09/2015; 238; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, TAXA TRANSFERENCIA ARQUIVO FOLHA CONFORME CONTRATO EM VIGENCIA PROVENIENTE DA FOLHA DO MES DE SETEMBRO/2015; SICOOB CREDIJA; R$ 26,00; R$ 26,00; R$ 26,00; R$ 0,00
 21/09/2015; 239; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE GENEROS ALIMENTICIOS COMO CAFE, BISC. SALGADOS E DOCE, LEITE, E AÇUCAR DE USO DA COPA E COZINHA DESTA CASA LEGISLATIVA; EDITE COSTA CARDOSO- M.E.; R$ 171,26; R$ 171,26; R$ 171,26; R$ 0,00
 22/01/2015; 24; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA AQUISIÇÃO DE UM MICRO ONDAS LETROLUXCOR BRANCO DE USO DA COPA E COZINHA DESTA CASA LEGISLATIVA; GAIVOTA COM. MAT. P/ CONSTRUCAO LTDA; R$ 396,95; R$ 396,95; R$ 396,95; R$ 0,00
 21/09/2015; 240; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE 4 GALÃO DE AGUA MINERAL DE 20 LITROS E 4 FARDOS DE AGUA MINERAL S/G 500ML DE USO DA COPA E COZINHA DESTA CASA LEGISLATIVA; EVANDRO CANDIDO DA LUZ-ME; R$ 76,00; R$ 76,00; R$ 76,00; R$ 0,00
 23/09/2015; 241; Camara Municipal de Balneario Gaivota;" PELA DESPESA EMPENHADA ORDEM DE SERVIÇO DE DIÁRIA Nº 21/2015
A Sra MARIA LENADRO NUNES  OCUPANTE DO CARGO DE VEREADORA DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CIDADE DE FLORIANOPOLIS SC SAÍDA PREVISTA AS 08:00 HORAS DO DIA 24/09/2015, RETORNANDO AS 18:00 DO MESMO DIA TENDO UMA DIÁRIA NO VALOR DE 300,00 REAIS PARA ATENDER AS DESPESAS PESSOAIS DE ALIMENTAÇÃO, HIGIENE E DESLOCAMENTO, CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015.ASSUNTO: VISITA AO PARLAMENTO CATARINENSE EM BUSCA DE  INFORMAÇÕES, SOBRE A SEGURANÇA PUBLICA PARA OS MUNICIPES DE BALNEÁRIO GAIVOTA ."; MARIA LEANDRO NUNES; R$ 300,00; R$ 300,00; R$ 300,00; R$ 0,00
 23/09/2015; 242; Camara Municipal de Balneario Gaivota;" PELA DESPESA EMPENHADA ORDEM DE SERVIÇO DE DIÁRIA Nº 22/2015
O Sr ENIO JORGE RAMOS  OCUPANTE DO CARGO DE VEREADOR DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CIDADE DE FLORIANOPOLIS SC SAÍDA PREVISTA AS 08:00 HORAS DO DIA 24/09/2015, RETORNANDO AS 18:00 DO MESMO DIA TENDO UMA DIÁRIA NO VALOR DE 300,00 REAIS PARA ATENDER AS DESPESAS PESSOAIS DE ALIMENTAÇÃO, HIGIENE E DESLOCAMENTO, CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015.ASSUNTO: VISITA AO PARLAMENTO CATARINENSE EM BUSCA DE  INFORMAÇÕES, SOBRE A SEGURANÇA PUBLICA PARA OS MUNICIPES DE BALNEÁRIO GAIVOTA ."; ENIO JORGE RAMOS; R$ 300,00; R$ 300,00; R$ 300,00; R$ 0,00
 23/09/2015; 243; Camara Municipal de Balneario Gaivota;" PELA DESPESA EMPENHADA ORDEM DE SERVIÇO DE DIÁRIA Nº 23/2015
O Sr LEDIO DA SILVA DE MATOS  OCUPANTE DO CARGO DE VEREADOR DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CIDADE DE FLORIANOPOLIS SC SAÍDA PREVISTA AS 08:00 HORAS DO DIA 24/09/2015, RETORNANDO AS 18:00 DO MESMO DIA TENDO UMA DIÁRIA NO VALOR DE 300,00 REAIS PARA ATENDER AS DESPESAS PESSOAIS DE ALIMENTAÇÃO, HIGIENE E DESLOCAMENTO, CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015.ASSUNTO: VISITA AO PARLAMENTO CATARINENSE EM BUSCA DE  INFORMAÇÕES, SOBRE A SEGURANÇA PUBLICA PARA OS MUNICIPES DE BALNEÁRIO GAIVOTA ."; LEDIO DA SILVA DE MATOS; R$ 300,00; R$ 300,00; R$ 300,00; R$ 0,00
 24/09/2015; 244; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE MATERIAL PARA MANUTENÇÃO DE DOBRADISAS E CANOS DESTA CASA LEGISLATIVA; GAIVOTA COM. MAT. P/ CONSTRUCAO LTDA; R$ 20,63; R$ 20,63; R$ 20,63; R$ 0,00
 24/09/2015; 245; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE UM FONE DE OUVIDO, 1 COOLER DE COMPUTADOR NOT BOOK DE USO DESTA CASA LEGISLATIVA; P & E ELETRONICA LTDA ME; R$ 80,10; R$ 80,10; R$ 80,10; R$ 0,00
 24/09/2015; 246; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA TELEFONE LIUNHA FIXA DESTA CASA LEGISLATIVA; BRASIL TELECOM S.A; R$ 125,00; R$ 125,00; R$ 125,00; R$ 0,00
 29/09/2015; 247; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, A CONFECÇÃO E ENTREGA DE 4 CORBELIAS DE FLORES PARA HOMENAGENS POSTUMA A PESSOAS INLUSTRES DESTE MUNICIPIO. PROVENIENTE DOS MESES DE JULHO AGOSTO E SETEMBRO/2015; COML AGROPECUARIA STEINER LTDA ME; R$ 440,00; R$ 440,00; R$ 440,00; R$ 0,00
 01/10/2015; 249; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA ENERGIA ELETRICA PROVENIENTE DO MES DE OUTUBRO/2015 DESTA CASA LEGISLATIVA; CENTRAIS ELETRICAS DE SANTA CATARINA S/A; R$ 178,67; R$ 178,67; R$ 178,67; R$ 0,00
 23/01/2015; 25; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF CONFIGURAÇÃO DE PLUGINS PARA ACESSO BANCO INSTALAÇÃO DE IMPRESSORAS EM REDE WIFI E CONFIGURAÇÃO WIFI; J & G INFORMATICA LTDA; R$ 200,00; R$ 200,00; R$ 200,00; R$ 0,00
 05/10/2015; 251; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, INSCRIÇÃO DO SERVIDO ARLEU MOZART OLIVEIRA I CONGRESSO SUL BRASILEIRO DE SERVIDORES DE CAMARAS MUNICIPAIS NOS DIAS 21/22/23 DE OUTUBRO DE 2015 CONFORME PROGRAMAÇÃO EM ANEXO; EGEM- ESCOLA DE GESTÃO PUBLICA; R$ 350,00; R$ 350,00; R$ 350,00; R$ 0,00
 05/10/2015; 252; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, INSCRIÇÃO SERVIDOR PAULO GILSON MARTINS I CONGRESSO SUL BRASILEIRO DE SERVIDORES DE CAMARAS MUNICIPAIS NOS DIAS 21/22/23 DE OUTUBRO DE 2015 CONFORME PROGRAMAÇÃO EM ANEXO; EGEM- ESCOLA DE GESTÃO PUBLICA; R$ 350,00; R$ 350,00; R$ 350,00; R$ 0,00
 05/10/2015; 255; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, SERVIÇO DE INTERNAT PROVENIENTE DO MES DE SETEMBRO/2015 DESTA CASA LEGISLATIVA; DUNET LTDA ME; R$ 147,90; R$ 147,90; R$ 147,90; R$ 0,00
 16/10/2015; 258; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, SUBSIDIO DOS VEREADORES PROVENIENTE DO MES DE OUTUBRO/2015; SUBSIDIO DE VEREADORES; R$ 27.340,30; R$ 27.340,30; R$ 27.340,30; R$ 0,00
 19/10/2015; 260; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, ORDEM DE SERVIÇO DE DIÁRIA Nº 25/2015	O Sr PAULO GILSON MARTINS  OCUPANTE DO CARGO DE TESOUREIRO SERVIDOR EFETIVO  DESTA CASA LEGISLATIVA ESTA SE DESLOCANDO PARA A CIDADE DE FLORIANOPOLIS SC SAÍDA PREVISTA AS 08:00 HORAS DO DIA 21/10/2015, RETORNANDO AS 18:00 DO DIA 23/10/2015 TENDO DIREIRO A UMA DIÁRIA SEM PERNOITE NO VALOR DE 300,00 REAIS E DUAS DIÁRIAS COM PERNOITE NO VALOR DE 400,00 CADA TOTAL DE DIÁRIAS DESTA ORDEN  R$ 1.100,00 (MIL E CEM REAIS)PARA ATENDER AS DESPESAS PESSOAIS DE ALIMENTAÇÃO, HIGIENE E DESLOCAMENTO, CONFORME RESOLUÇÃO Nº56 DE 10 DE DEZEMBRO DE 2003 E SUA ALTERAÇÃO RESOLUÇÃO 12 DE 27 DE FEVEREIRODE 2015. ASSUNTO:  PARTICIPAR DO I CONGRESSO SUL BRASILEIRO DE VEREADORES E SERVIDORES DE CAMARA MUNICIPAIS NOS DIAS  21 A 23 DE OUTUBRO/2015 CONVITE ESTE OFICIO 012/2015 DA EGEM-ESCOLA DE GESTÃO PUBLICA APOIO - UVESC COM PARCERIA DO IGAM; PAULO GILSON MARTINS; R$ 1.100,00; R$ 1.100,00; R$ 1.100,00; R$ 0,00
 20/10/2015; 262; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, TARIFA TRANSFERENCIA ARQUIVO FOLHA PROVENIENTE DO MES DE OUTUBRO/2015 CONFORME CONTRATO EM VIGENCIA; SICOOB CREDIJA; R$ 26,00; R$ 26,00; R$ 26,00; R$ 0,00
 23/10/2015; 264; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA TELEFONE FIXO LINHA 35830008 DESTA CASA LEGISLATIVA PROVENIENTE DO MES DE OUTUBRO/2015; BRASIL TELECOM S.A; R$ 144,57; R$ 144,57; R$ 144,57; R$ 0,00
 26/10/2015; 267; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE GENEROS ALIMENTICIOS BISCOTO DIVERSOS, CAFE, LEITE,  PAES, QUEIJO, PRESUNTO,  AÇUCAR DE SUO DA COPA E COZINHA DESTA CASA LEGISLATIVA; EDITE COSTA CARDOSO- M.E.; R$ 207,48; R$ 207,48; R$ 207,48; R$ 0,00
 23/01/2015; 27; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, REGISTRO CERTIFICADO DIGITAL DA CAMARA DE VEREADORES VALIDO POR 3 ANOS; CERTIFING CERTIFICADORA DIGITAL S/A; R$ 350,00; R$ 350,00; R$ 350,00; R$ 0,00
 03/11/2015; 271; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, INSS PARTE EMPRESA PROVENIENTE DO MES DE OUTUBRO/2015 DESTA CASA LEGISLATIVA; INSS-INSTITUTO NACIONAL DO SEGURO SOCIAL; R$ 12.102,90; R$ 12.102,90; R$ 12.102,90; R$ 0,00
 03/11/2015; 273; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, CONTA DE ENERGIA ELETRICA PROVENIENTE DO MES DE OUTUBRO/2015 DESTA CASA LEGISLATIVA; CENTRAIS ELETRICAS DE SANTA CATARINA S/A; R$ 168,16; R$ 168,16; R$ 168,16; R$ 0,00
 03/11/2015; 274; Camara Municipal de Balneario Gaivota;" PELA DESPESA EMPENHADA  REF ORDEN DE DIÁRIA Nº 28/2015 O SR ANTONIO ESTA SE DESLOCANDO PARA A CIDADE DE FLORIANOPOLIS SC  SAIDA AS 06:00 HORAS DO DIA 04/11/2015 E RETORNANDO AS 17:00 HORAS DO MESMO DIA TENDO DIRETO A UMA DIÁRIA SEM PERNOITE NO VALOR DE 575,00 CONFORME LEI MUNICIPAL 183/2000
ASSUNTO, PARTICIPAR DE UMA REUNIÃO COM O DEPOTADO JOSE MILTON SCHEFFER O DEPUTADO JOSE NEI ASCARI E A SECRETÁRIA DE SEGURANÇA PUBLICA DO ESTA DE SANTA CATARINA PARA PROTOCOLAR UMA MOÇÃO DE APOIO 004/2015 APROVADO POR UNANIMIDADE NESTE PLENÁRIO SOLICITANDO MAIS EFETIVO POLICIAL PARA NOSSO MUNICIPIO POIS ESTA VIRANDO CIDADE SEM LEI. EM ANEXO MOÇO DE APOI"; ANTONIO DA SILVA SILVEIRA; R$ 575,00; R$ 575,00; R$ 575,00; R$ 0,00
 10/11/2015; 276; Camara Municipal de Balneario Gaivota; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE GENEROS ALIMENTICIOS CAFE, AÇUCAR, E UM KG DE POVILIO DE USO DA COPA E COZINHA DESDTA CASA LEGISLATIVA; EDITE COSTA CARDOSO- M.E.; R$ 63,75; R$ 63,75; R$ 63,75; R$ 0,00
